model,region,code,family,genus,species,parameter,estimate,na_genus
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bwood1,0.0528,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bwood2,2.4309,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bbark1,0.0108,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bbark2,2.3876,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bbranches1,0.0121,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bbranches2,2.3519,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bfoliage1,0.0251,FALSE
DBH,CA-AB,ABIE.LAS,Pinaceae,Abies,lasiocarpa,bfoliage2,2.0389,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bwood1,0.0534,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bwood2,2.403,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bbark1,0.0115,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bbark2,2.3484,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bbranches1,0.007,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bbranches2,2.5406,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bfoliage1,0.084,FALSE
DBH,"CA-AB, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",ABIE.BAL,Pinaceae,Abies,balsamea,bfoliage2,1.6695,FALSE
