model,region,code,family,genus,species,parameter,estimate,na_genus
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",POPU.TRE,Salicaceae,Populus,tremuloides,bfoliage3,0,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bwood1,0.0333,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bwood2,2.0794,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bwood3,0.6811,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bbark1,0.0079,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bbark2,1.9905,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bbark3,0.6553,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bbranches1,0.0253,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bbranches2,3.1518,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bbranches3,-0.9083,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bfoliage1,0.1361,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bfoliage2,2.2978,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-ON, CA-QC, CA-SK",BETU.PAP,Betulaceae,Betula,papyrifera,bfoliage3,-1.0934,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bwood1,0.0265,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bwood2,1.7952,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bwood3,0.9733,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bbark1,0.0124,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bbark2,1.6962,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bbark3,0.6489,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bbranches1,0.0325,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bbranches2,2.8573,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bbranches3,-0.9127,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bfoliage1,0.202,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bfoliage2,2.3802,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",PICE.GLA,Pinaceae,Picea,glauca,bfoliage3,-1.1103,FALSE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bwood1,0.0353,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bwood2,2.0249,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bwood3,0.7048,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bbark1,0.009,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bbark2,1.8677,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bbark3,0.7144,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bbranches1,0.0448,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bbranches2,2.6855,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bbranches3,-0.5911,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bfoliage1,0.0869,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bfoliage2,1.8541,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.HWD,NA,NA,NA,bfoliage3,-0.5491,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bwood1,0.0276,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bwood2,1.6868,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bwood3,1.0953,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bbark1,0.0101,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bbark2,1.8486,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bbark3,0.5525,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bbranches1,0.0313,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bbranches2,2.9974,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bbranches3,-1.0383,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bfoliage1,0.1379,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bfoliage2,2.3981,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SWD,NA,NA,NA,bfoliage3,-1.0418,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bwood1,0.0283,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bwood2,1.8298,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bwood3,0.9546,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bbark1,0.012,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bbark2,1.6378,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bbark3,0.7746,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bbranches1,0.0338,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bbranches2,2.6624,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bbranches3,-0.5743,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bfoliage1,0.1699,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bfoliage2,2.3289,TRUE
DBHHT,"CA-AB, CA-BC, CA-MB, CA-NL, CA-NS, CA-NT, CA-ON, CA-QC, CA-SK, CA-YT",UNKN.SPP,NA,NA,NA,bfoliage3,-1.1316,TRUE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bwood1,0.0191,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bwood2,1.5365,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bwood3,1.3634,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bbark1,0.0083,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bbark2,2.4811,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bbark3,0,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bbranches1,0.0351,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bbranches2,2.2421,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bbranches3,0,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bfoliage1,0.0718,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bfoliage2,2.2935,FALSE
DBHHT,CA-BC,PSEU.MEN,Pinaceae,Pseudotsuga,menziesii,bfoliage3,-0.4744,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bwood1,0.0133,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bwood2,1.3303,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bwood3,1.6877,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bbark1,0.0086,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bbark2,1.6216,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bbark3,0.8192,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bbranches1,0.0428,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bbranches2,2.7965,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bbranches3,-0.7328,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bfoliage1,0.0854,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bfoliage2,2.4388,FALSE
DBHHT,CA-BC,PICE.ENG,Pinaceae,Picea,engelmannii,bfoliage3,-0.763,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bwood1,0.0315,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bwood2,1.8297,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bwood3,0.8056,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bbark1,0.0067,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bbark2,2.697,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bbark3,-0.3105,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bbranches1,0.042,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bbranches2,2.0313,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bbranches3,0,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bfoliage1,0.0453,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bfoliage2,2.4867,FALSE
DBHHT,CA-BC,ABIE.AMA,Pinaceae,Abies,amabilis,bfoliage3,-0.4982,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bwood1,0.0051,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bwood2,1.0697,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bwood3,2.2748,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bbark1,9.00E-04,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bbark2,1.3061,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bbark3,2.0109,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bbranches1,0.0131,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bbranches2,2.576,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bbranches3,0,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bfoliage1,0.0224,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bfoliage2,1.8368,FALSE
DBHHT,CA-BC,POPU.TRI,Salicaceae,Populus,trichocarpa,bfoliage3,0,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bwood1,0.0051,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bwood2,1.0697,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bwood3,2.2748,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bbark1,9.00E-04,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bbark2,1.3061,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bbark3,2.0109,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bbranches1,0.0131,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bbranches2,2.576,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bbranches3,0,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bfoliage1,0.0224,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bfoliage2,1.8368,FALSE
DBHHT,CA-BC,ALNU.RUB,Betulaceae,Alnus,rubra,bfoliage3,0,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bwood1,0.0237,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bwood2,2.5813,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bwood3,0.0822,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bbark1,0.0045,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bbark2,1.2275,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bbark3,1.519,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bbranches1,0.0498,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bbranches2,1.9671,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bbranches3,0,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bfoliage1,0.014,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bfoliage2,3.1305,FALSE
DBHHT,CA-BC,PICE.SIT,Pinaceae,Picea,sitchensis,bfoliage3,-0.907,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bwood1,0.0113,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bwood2,1.9332,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bwood3,1.1125,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bbark1,0.0019,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bbark2,2.3356,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bbark3,0.6371,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bbranches1,0.0609,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bbranches2,2.0021,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bbranches3,0,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bfoliage1,0.2656,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bfoliage2,2.0107,FALSE
DBHHT,CA-BC,TSUG.HET,Pinaceae,Tsuga,heterophylla,bfoliage3,-0.7963,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bwood1,0.0188,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bwood2,1.3376,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bwood3,1.5293,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bbark1,2.00E-04,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bbark2,2.4369,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bbark3,1.1315,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bbranches1,0.0611,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bbranches2,1.9208,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bbranches3,0,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bfoliage1,0.1097,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bfoliage2,1.553,FALSE
DBHHT,CA-BC,THUJ.PLI,Cupressaceae,Thuja,plicata,bfoliage3,0,FALSE
