family,genus,species,taxa_id,equation,component,beta_0,beta_1,beta_2,beta_3,cf
Pinaceae,Pinus,sylvestris,18,3,foliage mass,0.029375332,1.7471,,,1.010413971
Pinaceae,Pinus,sylvestris,18,4,foliage mass,0.089617918,1.8683,-0.0537,,1.0339676
Pinaceae,Pinus,sylvestris,18,5,foliage mass,0.046747243,1.849,-0.2065,,1.03105935
Pinaceae,Pinus,sylvestris,18,6,foliage mass,0.004700906,1.9095,0.182,,1.036680263
Pinaceae,Pinus,sylvestris,18,10,foliage mass,0.123810885,1.9034,-0.0406,-0.1858,1.039423614
Pinaceae,Pinus,sylvestris,18,15,foliage mass,0.000110499,1.9105,0.4397,0.463,1.036220582
Pinaceae,Pinus,sylvestris,18,21,foliage mass,0.000854153,1.8187,0.3667,0.0361,1.017678404
Pinaceae,Pinus,sylvestris,18,3,leaf area,0.126818291,1.746,,,1.009605177
Pinaceae,Pinus,sylvestris,18,4,leaf area,0.387941781,1.8664,-0.0536,,1.032550682
Pinaceae,Pinus,sylvestris,18,5,leaf area,0.201694722,1.8474,-0.2057,,1.029683995
Pinaceae,Pinus,sylvestris,18,6,leaf area,0.020521134,1.9074,0.1812,,1.035025743
Pinaceae,Pinus,sylvestris,18,10,leaf area,0.534459138,1.9014,-0.0405,-0.1846,1.037894037
Pinaceae,Pinus,sylvestris,18,15,leaf area,0.000484158,1.9084,0.4392,0.4619,1.034575524
Pinaceae,Pinus,sylvestris,18,21,leaf area,0.003696755,1.8168,0.3767,0.0355,1.01575876
Pinaceae,Pinus,sylvestris,18,3,live branch,0.021543094,2.1775,,,1.082388535
Pinaceae,Pinus,sylvestris,18,12,live branch,1.74E-06,2.363,0.0774,0.1181,1.061918348
Pinaceae,Pinus,sylvestris,18,16,live branch,0.000426585,2.1423,0.2707,0.0026,1.141815927
Pinaceae,Pinus,sylvestris,18,3,root mass,0.026391851,2.3038,,,0.950649723
Pinaceae,Pinus,sylvestris,18,5,root mass,0.006807026,2.1433,0.4428,,1.051591543
Pinaceae,Pinus,sylvestris,18,15,root mass,0.001746398,2.1458,0.5666,0.1174,1.051208017
Pinaceae,Pinus,sylvestris,18,3,stem + branch mass,0.119887677,2.2679,,,1.050290303
Pinaceae,Pinus,sylvestris,18,4,stem + branch mass,0.066576741,2.3023,0.0237,,1.024866501
Pinaceae,Pinus,sylvestris,18,5,stem + branch mass,0.063253805,2.2336,0.2035,,1.026162653
Pinaceae,Pinus,sylvestris,18,6,stem + branch mass,0.439595629,2.198,-0.1467,,1.024687153
Pinaceae,Pinus,sylvestris,18,8,stem + branch mass,0.062449316,2.2832,9.00E-04,,1.055961816
Pinaceae,Pinus,sylvestris,18,10,stem + branch mass,0.052966269,2.2742,0.0128,0.1526,1.010457799
Pinaceae,Pinus,sylvestris,18,16,stem + branch mass,0.23747332,2.208,-0.1412,8.00E-04,1.028969306
Pinaceae,Pinus,sylvestris,18,19,stem + branch mass,0.042557465,2.2459,0.1944,6.00E-04,1.03053559
Pinaceae,Pinus,sylvestris,18,3,stem mass,0.094580874,2.308,,,1.033427641
Pinaceae,Pinus,sylvestris,18,5,stem mass,0.020268243,2.2954,0.4211,,1.03029069
Pinaceae,Pinus,sylvestris,18,3,total branch,0.025627225,2.1601,,,1.045089846
Salicaceae,Populus,,19,3,aboveground,0.09916204,2.3538,,,1.123002321
Salicaceae,Populus,,19,4,aboveground,0.008193616,2.6651,0.0497,,1.018655568
Salicaceae,Populus,,19,3,foliage mass,0.0158371,1.948,,,1.011724099
Salicaceae,Populus,,19,3,leaf area,0.175257317,1.9479,,,1.016396007
Salicaceae,Populus,,19,3,stem + branch mass,0.10469541,2.3607,,,1.044924154
Salicaceae,Populus,,19,3,stem mass,0.072381828,2.4029,,,1.052722982
Salicaceae,Populus,,19,3,total branch,0.02100069,2.3701,,,1.093255635
Salicaceae,Populus,,19,7,total branch,0.149478905,2.3637,-0.0367,,1.090695098
Salicaceae,Populus,,19,9,total branch,0.010669138,2.3659,0.0919,,1.090104804
Salicaceae,Populus,,19,10,total branch,0.260461558,2.5031,-0.0213,-0.8474,1.119644182
Salicaceae,Populus,,19,18,total branch,0.170656929,2.5445,0.1577,-0.0688,1.124338083
Salicaceae,Populus,,19,21,total branch,0.224989848,2.3768,-0.2193,-0.0339,1.091607912
Rosaceae,Prunus,,20,3,foliage mass,0.016476832,1.3212,,,0.956409794
Rosaceae,Prunus,,20,3,leaf area,0.088788335,1.42,,,1.001107127
Rosaceae,Prunus,,20,3,stem + branch mass,0.333937977,2.092,,,1.026285411
Rosaceae,Prunus,,20,3,stem mass,0.334606522,1.9656,,,0.996810724
Rosaceae,Prunus,,20,3,total branch,0.06882419,2.2061,,,1.134897863
Rosaceae,Prunus,avium,21,3,foliage mass,0.00714316,1.42,,,1.001107127
Rosaceae,Prunus,avium,21,3,leaf area,0.088788335,1.42,,,1.001107127
Rosaceae,Prunus,serotina,22,3,stem + branch mass,0.333937977,2.092,,,1.026285411
Rosaceae,Prunus,serotina,22,3,stem mass,0.334606522,1.9656,,,0.996810724
Rosaceae,Prunus,serotina,22,3,total branch,0.06882419,2.2061,,,1.134897863
Pinaceae,Pseudotsuga,menziesii,23,3,aboveground,0.097315208,2.4818,,,1.003003671
Pinaceae,Pseudotsuga,menziesii,23,6,aboveground,0.024440835,2.4954,0.1743,,0.966474218
Pinaceae,Pseudotsuga,menziesii,23,8,aboveground,0.131401205,2.4722,-2.00E-04,,1.006529362
Pinaceae,Pseudotsuga,menziesii,23,3,dead branch,0.002112465,2.5142,,,1.018904937
Pinaceae,Pseudotsuga,menziesii,23,4,dead branch,0.000370373,2.2155,0.0416,,0.976156366
Pinaceae,Pseudotsuga,menziesii,23,5,dead branch,0.000223992,2.3634,0.7584,,1.010728587
Pinaceae,Pseudotsuga,menziesii,23,6,dead branch,2.64E-06,2.1933,1.2716,,1.100708554
Pinaceae,Pseudotsuga,menziesii,23,15,dead branch,2.59E-17,2.2444,0.0375,0.6626,0.972583752
Pinaceae,Pseudotsuga,menziesii,23,3,foliage mass,0.031157509,1.9428,,,0.972871771
Pinaceae,Pseudotsuga,menziesii,23,4,foliage mass,0.093846013,2.2854,-0.053,,0.940597688
Pinaceae,Pseudotsuga,menziesii,23,5,foliage mass,0.245121812,2.3887,-0.9417,,1.016729426
Pinaceae,Pseudotsuga,menziesii,23,6,foliage mass,0.000162847,2.4791,0.461,,1.012081625
Pinaceae,Pseudotsuga,menziesii,23,7,foliage mass,0.007664163,1.9689,0.0291,,0.973413862
Pinaceae,Pseudotsuga,menziesii,23,8,foliage mass,0.038832413,1.9754,-3.00E-04,,0.970730637
Pinaceae,Pseudotsuga,menziesii,23,10,foliage mass,0.22384532,2.4033,-0.0256,-0.6619,1.013284171
Pinaceae,Pseudotsuga,menziesii,23,15,foliage mass,0.000692363,2.5183,-0.2246,0.3566,1.007838425
Pinaceae,Pseudotsuga,menziesii,23,20,foliage mass,3.069761895,2.4347,-1.2283,-0.2053,1.006336439
Pinaceae,Pseudotsuga,menziesii,23,3,leaf area,0.199987583,1.9025,,,0.970451431
Pinaceae,Pseudotsuga,menziesii,23,5,leaf area,2.095097308,2.3402,-1.018,,1.023919804
Pinaceae,Pseudotsuga,menziesii,23,6,leaf area,0.000652891,2.4205,0.5288,,1.016315103
Pinaceae,Pseudotsuga,menziesii,23,7,leaf area,0.033742402,1.9306,0.0369,,0.973565438
Pinaceae,Pseudotsuga,menziesii,23,10,leaf area,1.890043794,2.3424,-0.0259,-0.7175,1.02250669
Pinaceae,Pseudotsuga,menziesii,23,12,leaf area,8.711987928,2.2159,-0.0611,-0.0503,0.917900413
Pinaceae,Pseudotsuga,menziesii,23,15,leaf area,0.017219721,2.4513,-0.4353,0.2886,1.013919268
Pinaceae,Pseudotsuga,menziesii,23,19,leaf area,8.084915164,2.3773,-1.2538,-6.00E-04,1.015683241
Pinaceae,Pseudotsuga,menziesii,23,20,leaf area,14.88270797,2.3775,-1.26,-0.1526,1.015715356
Pinaceae,Pseudotsuga,menziesii,23,3,live branch,0.038208396,2.0274,,,1.055137609
Pinaceae,Pseudotsuga,menziesii,23,4,live branch,0.227751536,2.1099,-0.0367,,1.093493048
Pinaceae,Pseudotsuga,menziesii,23,5,live branch,0.3381384,2.4749,-0.9915,,1.117718577
Pinaceae,Pseudotsuga,menziesii,23,6,live branch,4.27E-05,2.7314,0.6457,,1.027288327
Pinaceae,Pseudotsuga,menziesii,23,3,root mass,0.009105287,2.6673,,,1.019126216
Pinaceae,Pseudotsuga,menziesii,23,9,root mass,0.006497746,2.6583,0.044,,1.025190884
Pinaceae,Pseudotsuga,menziesii,23,3,stem + branch mass,0.082241108,2.5226,,,0.992305399
Pinaceae,Pseudotsuga,menziesii,23,4,stem + branch mass,0.072730096,2.4966,0.005,,0.989324496
Pinaceae,Pseudotsuga,menziesii,23,5,stem + branch mass,0.070941478,2.4664,0.0871,,0.975653934
Pinaceae,Pseudotsuga,menziesii,23,6,stem + branch mass,0.126856342,2.4866,-0.0442,,0.972216062
Pinaceae,Pseudotsuga,menziesii,23,9,stem + branch mass,0.208524237,2.5455,-0.1206,,0.985447013
Pinaceae,Pseudotsuga,menziesii,23,3,stem mass,0.053621777,2.598,,,0.985014118
Pinaceae,Pseudotsuga,menziesii,23,5,stem mass,0.016319411,2.4523,0.4635,,0.989264659
Pinaceae,Pseudotsuga,menziesii,23,6,stem mass,0.014350077,2.4933,0.2112,,0.976213459
Pinaceae,Pseudotsuga,menziesii,23,7,stem mass,0.205810384,2.6025,-0.0293,,0.984518819
Pinaceae,Pseudotsuga,menziesii,23,8,stem mass,0.072345647,2.603,-3.00E-04,,0.985349863
Pinaceae,Pseudotsuga,menziesii,23,9,stem mass,0.096501184,2.6025,-0.0787,,0.985095747
Pinaceae,Pseudotsuga,menziesii,23,19,stem mass,0.030007738,2.453,0.3645,-3.00E-04,0.989671946
Pinaceae,Pseudotsuga,menziesii,23,3,total branch,0.021800988,2.2587,,,0.965911307
Pinaceae,Pseudotsuga,menziesii,23,4,total branch,0.108685162,2.5342,-0.0564,,0.912482575
Pinaceae,Pseudotsuga,menziesii,23,5,total branch,0.255023393,2.5432,-0.9339,,1.044655554
Pinaceae,Pseudotsuga,menziesii,23,7,total branch,0.005085815,2.2908,0.0305,,0.991361079
Pinaceae,Pseudotsuga,menziesii,23,10,total branch,0.306726134,2.5554,-0.023,-0.7119,1.033479298
Pinaceae,Pseudotsuga,menziesii,23,18,total branch,0.000101526,2.7485,0.2554,0.0427,1.061152628
Fagaceae,Quercus,ilex,24,3,aboveground,0.175222269,2.3699,,,1.026798946
Fagaceae,Quercus,ilex,24,3,foliage mass,0.011111219,2.1018,,,1.007140873
Fagaceae,Quercus,ilex,24,3,leaf area,0.051257158,2.1009,,,1.00719087
Fagaceae,Quercus,ilex,24,3,root mass,0.150363437,2.0642,,,0.976414627
Fagaceae,Quercus,ilex,24,4,root mass,0.15766228,2.2126,-0.0273,,0.999495577
Fagaceae,Quercus,ilex,24,5,root mass,0.374598685,2.2126,-0.3684,,0.999495577
Fagaceae,Quercus,ilex,24,6,root mass,83553691.9,2.2126,-2.7365,,0.999495577
Fagaceae,Quercus,ilex,24,3,stem + branch mass,0.126640869,2.295,,,1.012225506
Fagaceae,Quercus,ilex,24,3,stem mass,0.112939839,2.2686,,,0.922810923
Fagaceae,Quercus,ilex,24,9,stem mass,0.040705177,2.2664,0.0688,,0.922703974
Fagaceae,Quercus,ilex,24,20,stem mass,0.065376004,2.5671,-0.2086,0.055,0.990298735
Fagaceae,Quercus,ilex,24,3,total branch,0.050539504,2.3093,,,0.970280416
Fagaceae,Quercus,ilex,24,4,total branch,0.121286471,2.3168,-0.0305,,0.970607646
Fagaceae,Quercus,petraea,25,3,stem + branch mass,0.096675043,2.5068,,,0.96881138
Fagaceae,Quercus,petraea,25,7,stem + branch mass,6.656541131,2.5331,-0.0835,,0.994949503
Fagaceae,Quercus,petraea,25,8,stem + branch mass,0.175555508,2.5334,-7.00E-04,,0.99489472
Fagaceae,Quercus,petraea,25,9,stem + branch mass,0.006776463,2.5302,0.3479,,0.995388964
Fagaceae,Quercus,petraea,25,3,stem mass,0.109361103,2.3031,,,0.972439971
Fagaceae,Quercus,petraea,25,4,stem mass,0.075562134,2.2913,0.028,,0.973506676
Fagaceae,Quercus,petraea,25,3,total branch,0.170060674,1.8617,,,1.069499707
Fagaceae,Quercus,petraea,26,3,aboveground,0.068289449,2.7274,,,1.022772624
Fagaceae,Quercus,robur,26,3,aboveground,0.068289449,2.7274,,,1.022772624
Fagaceae,Quercus,petraea,26,3,foliage mass,0.011489749,2.1375,,,0.966326573
Fagaceae,Quercus,robur,26,3,foliage mass,0.011489749,2.1375,,,0.966326573
Fagaceae,Quercus,petraea,26,3,leaf area,0.167981739,2.1375,,,0.966326573
Fagaceae,Quercus,robur,26,3,leaf area,0.167981739,2.1375,,,0.966326573
Fagaceae,Quercus,petraea,26,3,root mass,0.03751179,2.3275,,,0.988154232
Fagaceae,Quercus,robur,26,3,root mass,0.03751179,2.3275,,,0.988154232
Fagaceae,Quercus,petraea,26,4,root mass,0.021877425,2.2076,0.0275,,0.996828349
Fagaceae,Quercus,robur,26,4,root mass,0.021877425,2.2076,0.0275,,0.996828349
Fagaceae,Quercus,petraea,26,3,stem + branch mass,0.098776061,2.5133,,,1.036700837
Fagaceae,Quercus,robur,26,3,stem + branch mass,0.098776061,2.5133,,,1.036700837
Fagaceae,Quercus,petraea,26,4,stem + branch mass,0.095188133,2.6138,-0.0073,,1.065629672
Fagaceae,Quercus,robur,26,4,stem + branch mass,0.095188133,2.6138,-0.0073,,1.065629672
Fagaceae,Quercus,petraea,26,8,stem + branch mass,0.139917824,2.5768,-6.00E-04,,1.049145207
Fagaceae,Quercus,robur,26,8,stem + branch mass,0.139917824,2.5768,-6.00E-04,,1.049145207
Fagaceae,Quercus,petraea,26,3,stem mass,0.08617286,2.4221,,,1.027357584
Fagaceae,Quercus,robur,26,3,stem mass,0.08617286,2.4221,,,1.027357584
Fagaceae,Quercus,petraea,26,5,stem mass,0.056960342,2.4095,0.131,,1.028594893
Fagaceae,Quercus,robur,26,5,stem mass,0.056960342,2.4095,0.131,,1.028594893
Fagaceae,Quercus,petraea,26,19,stem mass,0.08962688,2.4101,0.1912,-8.00E-04,1.028544432
Fagaceae,Quercus,robur,26,19,stem mass,0.08962688,2.4101,0.1912,-8.00E-04,1.028544432
Fagaceae,Quercus,petraea,26,21,stem mass,0.004638334,2.4091,0.1952,0.0462,1.028980874
Fagaceae,Quercus,robur,26,21,stem mass,0.004638334,2.4091,0.1952,0.0462,1.028980874
Fagaceae,Quercus,petraea,26,3,total branch,0.029428255,2.5993,,,1.276712288
Fagaceae,Quercus,robur,26,3,total branch,0.029428255,2.5993,,,1.276712288
Fagaceae,Quercus,petraea,26,4,total branch,0.040320309,2.683,-0.0214,,1.291210987
Fagaceae,Quercus,robur,26,4,total branch,0.040320309,2.683,-0.0214,,1.291210987
Fagaceae,Quercus,petraea,26,5,total branch,0.09137348,2.8005,-0.474,,1.20167526
Fagaceae,Quercus,robur,26,5,total branch,0.09137348,2.8005,-0.474,,1.20167526
Fagaceae,Quercus,petraea,26,6,total branch,0.0034603,2.6862,0.2583,,1.287561191
Fagaceae,Quercus,robur,26,6,total branch,0.0034603,2.6862,0.2583,,1.287561191
Fagaceae,Quercus,robur,27,3,aboveground,0.068289449,2.7274,,,1.022772624
Fagaceae,Quercus,robur,27,3,foliage mass,0.011489749,2.1375,,,0.966326573
Fagaceae,Quercus,robur,27,3,leaf area,0.167981739,2.1375,,,0.966326573
Fagaceae,Quercus,robur,27,3,root mass,0.057097211,2.208,,,0.996927742
Fagaceae,Quercus,robur,27,4,root mass,0.021877425,2.2076,0.0275,,0.996828349
Fagaceae,Quercus,robur,27,5,root mass,0.001806977,2.2076,0.7759,,0.996828349
Fagaceae,Quercus,robur,27,6,root mass,0.000255701,2.2076,0.8803,,0.996828349
Fagaceae,Quercus,robur,27,3,stem + branch mass,0.054323411,2.7443,,,1.026736205
Fagaceae,Quercus,robur,27,4,stem + branch mass,0.08730042,2.7627,-0.0186,,1.023559438
Fagaceae,Quercus,robur,27,5,stem + branch mass,0.071920064,2.7535,-0.0843,,1.024797498
Fagaceae,Quercus,robur,27,6,stem + branch mass,0.013071774,2.764,0.1863,,1.022750451
Fagaceae,Quercus,robur,27,7,stem + branch mass,0.004004246,2.7619,0.0536,,1.024089358
Fagaceae,Quercus,robur,27,8,stem + branch mass,0.108935425,2.7704,-9.00E-04,,1.020694706
Fagaceae,Quercus,robur,27,9,stem + branch mass,0.164770777,2.7731,-0.1296,,1.01977338
Fagaceae,Quercus,robur,27,18,stem + branch mass,0.003218306,2.7673,0.135,0.037,1.022632351
Fagaceae,Quercus,robur,27,3,stem mass,0.066843581,2.5279,,,1.007524816
Fagaceae,Quercus,robur,27,3,total branch,0.011868114,2.9526,,,1.18147968
Fagaceae,Quercus,robur,27,5,total branch,0.12624889,2.9902,-0.704,,1.183278254
Fagaceae,Quercus,robur,27,6,total branch,0.000405699,2.9591,0.4442,,1.173981863
Fabaceae,Robinia,pseudoacacia,28,3,aboveground,0.157741131,2.2656,,,0.963869708
Fabaceae,Robinia,pseudoacacia,28,3,foliage mass,0.060901346,1.1278,,,1.020691307
Fabaceae,Robinia,pseudoacacia,28,9,foliage mass,0.008729039,1.1294,0.1927,,1.020839978
Fabaceae,Robinia,pseudoacacia,28,3,leaf area,1.512857127,1.1278,,,1.020691308
Fabaceae,Robinia,pseudoacacia,28,9,leaf area,0.21683903,1.1294,0.1927,,1.02083998
Fabaceae,Robinia,pseudoacacia,28,3,root mass,0.06444778,2.0246,,,1.036609718
Fabaceae,Robinia,pseudoacacia,28,5,root mass,0.002257945,2.0246,1.3532,,1.03654263
Fabaceae,Robinia,pseudoacacia,28,3,stem + branch mass,0.079309291,2.4598,,,1.021098936
Fabaceae,Robinia,pseudoacacia,28,4,stem + branch mass,0.025877019,2.5527,0.043,,1.012096846
Fabaceae,Robinia,pseudoacacia,28,3,stem mass,0.053809782,2.528,,,0.987558591
Fabaceae,Robinia,pseudoacacia,28,4,stem mass,0.123193375,2.3799,-0.0097,,0.996283526
Fabaceae,Robinia,pseudoacacia,28,3,total branch,0.033574112,2.1634,,,1.131049349
Fabaceae,Robinia,pseudoacacia,28,4,total branch,0.005997575,2.7277,0.0062,,0.98840403
Fabaceae,Robinia,pseudoacacia,28,19,total branch,0.021394958,2.1301,0.4438,-9.00E-04,1.132214546
